type_transaction,prix_location,devise_location,prix_vente,description,localisation
A partir de,539 931,CFA/mois *,10 500 000CFA,Kia Forte 5 ex 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 375 004,CFA/mois *,28 800 000CFA,Ford Explorer 2021,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 283 739,CFA/mois *,26 800 000CFA,Hyundai Tucson 2023,"Abidjan, Côte d'Ivoire"
A partir de,1 794 822,CFA/mois *,38 000 000CFA,Toyota Rav4 awd 2024,"Abidjan, Côte d'Ivoire"
,,,13 500 000CFA,Mitsubishi Montero 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,330 022,CFA/mois *,5 900 000CFA,Suzuki Swift 2022 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 700 000CFA,Toyota Avensis 2005,"Cocody, Abidjan, Côte d'Ivoire"
,,,16 000 000CFA,Kia Stringer 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 850 000CFA,Hyundai Tucson 2007 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,462 356,CFA/mois *,8 800 000CFA,Mazda 6 2020,"Yopougon, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Mercedes-Benz GL 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 950 000CFA,Kia Forte 2017 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 700 000CFA,Toyota Land Cruiser 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,BMW X6 M 2008,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 900 000CFA,Hyundai Santa Fe sport 2.0t awd 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 950 000CFA,Chevrolet Equinox 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,18 800 000CFA,Toyota Land Cruiser 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,672 265,CFA/mois *,13 400 000CFA,Kia Sportage 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 155 969,CFA/mois *,24 000 000CFA,Toyota Rav4 XLE 2024,"Abidjan, Côte d'Ivoire"
A partir de,1 406 947,CFA/mois *,29 500 000CFA,Jeep Rubiccon 2022,"Abidjan, Côte d'Ivoire"
,,,13 500 000CFA,Toyota CHR 2019 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,1 850 000CFA,Honda Civic boîte manuelle 1998,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 950 000CFA,Peugeot 301 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 950 000CFA,Toyota Rav4 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 000 000CFA,Lexus RX 350 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 500 000CFA,Mercedes-Benz 4Matic 2019,"Abidjan, Côte d'Ivoire"
,,,9 000 000CFA,Mazda CX-5 2015,"Abidjan, Côte d'Ivoire"
A partir de,736 151,CFA/mois *,14 800 000CFA,Hyundai Tucson 2021 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 900 000CFA,Kia Forte 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 500 000CFA,Toyota Prado 2010 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 653 362,CFA/mois *,34 900 000CFA,Mercedes-Benz GLC 300 2022 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Mercedes-Benz GLA 250 4 matic  2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 800 000CFA,Mitsubishi Space Star 2016,"Yopougon, Abidjan, Côte d'Ivoire"
,,,17 900 000CFA,BMW X2 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 700 000CFA,Toyota Land Cruiser Prado 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 900 000CFA,Kia Picanto 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 939 545,CFA/mois *,85 000 000CFA,BMW X5 M 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 009 945,CFA/mois *,20 800 000CFA,Mazda CX-05 2021,"Abidjan, Côte d'Ivoire"
,,,24 800 000CFA,Mercedes-Benz E 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,558 184,CFA/mois *,10 900 000CFA,Renault Kadjar 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 650 000CFA,Toyota Obama 2003,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,Mitsubishi L 200 2023,"Abidjan, Côte d'Ivoire"
,,,4 650 000CFA,Toyota Obama 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 650 000CFA,Toyota Obama 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,25 000 000CFA,Mercedes Benz GLC 300 2018,"Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Mercedes-Benz C400 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,603 817,CFA/mois *,11 900 000CFA,Changan Hunter 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,512 552,CFA/mois *,9 900 000CFA,Toyota Starlet 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 835 891,CFA/mois *,38 900 000CFA,Land Rover Range Rover 2020,"Koumassi, Abidjan, Côte d'Ivoire"
,,,17 000 000CFA,Mercedes Benz C300 2018,"Abidjan, Côte d'Ivoire"
,,,8 500 000CFA,Jeep Cherokee 2014,"Koumassi, Abidjan, Côte d'Ivoire"
,,,35 000 000CFA,Mercedes-Benz GL-Class 2018,"Angré, Abidjan, Côte d'Ivoire"
A partir de,695 081,CFA/mois *,13 900 000CFA,Dongfeng Aeolus 2024,"Abidjan, Côte d'Ivoire"
,,,14 700 000CFA,Toyota Land Cruiser 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Kia Sportage 2013 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,859 358,CFA/mois *,17 500 000CFA, Haval H6 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,16 000 000CFA,Land Rover Discovery sport  2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 900 000CFA,Honda CR-V 3 2008 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 900 000CFA,Toyota Corolla 2000 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,12 500 000CFA,Hyundai Santa Fé XL 7places 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,781 783,CFA/mois *,15 800 000CFA,Kia Sportage 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 300 000CFA,Kia Sorento 2014,"Abidjan, Côte d'Ivoire"
,,,22 900 000CFA,Volkswagen Atlas 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Toyota starlet 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Audi Q3 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Ford Ecosport 2014,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 400 000CFA,Peugeot 407,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,Kia Telluride 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,Toyota Fortuner 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 292 866,CFA/mois *,27 000 000CFA,Land Rover Evoque 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 700 000CFA,Mazda BT-50 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,882 174,CFA/mois *,18 000 000CFA,Hyundai Tucson 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Kia Soul 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 900 000CFA,Hyundai Tucson 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 300 000CFA,Toyota Corolla Obama  2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 900 000CFA,Hyundai Santa fe 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 224 417,CFA/mois *,25 500 000CFA,Ford Explorer 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,654 012,CFA/mois *,13 000 000CFA,Kia Sportage 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Toyota Rav4 2018 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,13 500 000CFA,Mitsubishi Pajero sport  2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,603 817,CFA/mois *,11 900 000CFA,Toyota Rav4 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 300 000CFA,Mini Countryman 2016,"Yopougon, Abidjan, Côte d'Ivoire"
,,,10 900 000CFA,Peugeot 3008 2018,"Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Kia Sportage 2020,"Abidjan, Côte d'Ivoire"
,,,29 000 000CFA,Mercedes-Benz GLC 43 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,18 500 000CFA,Mercedes-Benz GLE 350 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,722 461,CFA/mois *,14 500 000CFA,Honda CR-V 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Range Rover HSE 2006 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 255 059,CFA/mois *,70 000 000CFA,Toyota Tundra 2023,"Abidjan, Côte d'Ivoire"
A partir de,6 814 387,CFA/mois *,148 000 000CFA,BMW XM 2025,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 800 000CFA,Mazda CX-5 2018,"Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Suzuki Vitara 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Toyota Starlet 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,964 313,CFA/mois *,19 800 000CFA,Toyota Rav4 2023,"Angré, Abidjan, Côte d'Ivoire"
A partir de,2 885 437,CFA/mois *,61 900 000CFA,BMW Xdrive 4.0 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,7 818 299,CFA/mois *,170 000 000CFA,BMW XM 2025,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 055 577,CFA/mois *,21 800 000CFA,Nissan Qashqai 2024,"Abidjan, Côte d'Ivoire"
,,,20 000 000CFA,Mercedes-Benz GLE 350 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 900 000CFA,Hyundai Santa Fe 2.0t 2013,"Abidjan, Côte d'Ivoire"
,,,2 650 000CFA,Mercedes  C200 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,31 000 000CFA,Nissan Patrol Nismo 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 939 545,CFA/mois *,85 000 000CFA,BMW X5 M 2020,"Angré, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Land Rover Range Rover Evoque 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 900 000CFA,Renault Duster 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Mercedes-Benz C-Class 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,23 500 000CFA,Volkswagen Atlas 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,34 000 000CFA,Mercedes-Benz GLE 450 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 753 103,CFA/mois *,59 000 000CFA,Toyota Tundra TRD Limited 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,695 081,CFA/mois *,13 900 000CFA,Mitsubishi Xpander 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 950 000CFA,Toyota Corolla 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 707 470,CFA/mois *,58 000 000CFA,Land Rover Range Rover Velar 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 886 087,CFA/mois *,40 000 000CFA,Mercedes-Benz GLC 43 amg 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,26 000 000CFA,Mercedes-Benz GLC 300 2019,"Abidjan, Côte d'Ivoire"
,,,17 000 000CFA,Mercedes-Benz GLE 350 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 114 249,CFA/mois *,45 000 000CFA,Toyota Hilux  adventure SRS 2025,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 703 557,CFA/mois *,36 000 000CFA,Toyota Highlander XSE awd2022,"Abidjan, Côte d'Ivoire"
,,,17 350 000CFA,Toyota Highlander Hybrid 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,Honda CR-V 6 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,685 955,CFA/mois *,13 700 000CFA,Hyundai Tucson 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 800 000CFA,Kia Sportage 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 146 842,CFA/mois *,23 800 000CFA,Toyota Fortuner 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,768 093,CFA/mois *,15 500 000CFA,Suzuki Grand Vitara 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,Nissan Qashqai 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Honda Redgeline 2008 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,Jeep Sahara Wrangler  2021,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,Honda CR-V 5 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Mercedes Benz C300 2013,"Abidjan, Côte d'Ivoire"
A partir de,2 570 573,CFA/mois *,55 000 000CFA,Land Rover Range Rover 2024,"Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Suzuki Vitara 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,12 500 000CFA,Mitsubishi Pajero GLS 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Mitsubishi Outlander 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,585 564,CFA/mois *,11 500 000CFA,Nissan Juke 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,425 850,CFA/mois *,8 000 000CFA,Suzuki Dzire 2025,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 900 000CFA,Honda CR-V4 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Mitsubishi Outlander 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 900 000CFA,Hyundai Creta   2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Nissan Qashqai 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,7 361 975,CFA/mois *,160 000 000CFA,Mercedes benz 63s AMG 2020,"Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Mazda Tribute 2011 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,736 151,CFA/mois *,14 800 000CFA,Toyota Avalon Limited 2020,"Abidjan, Côte d'Ivoire"
A partir de,375 655,CFA/mois *,6 900 000CFA,Suzuki Swift 2023,"Abidjan, Côte d'Ivoire"
,,,6 800 000CFA,Toyota Hilux 2015 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Hyundai IX35 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,35 000 000CFA,Land Rover Range Rover 2019,"Koumassi, Abidjan, Côte d'Ivoire"
,,,21 000 000CFA,Mitsubishi Pajero 2019,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,1 653 362,CFA/mois *,34 900 000CFA,Mitsubishi Montero 2024,"Koumassi, Abidjan, Côte d'Ivoire"
,,,17 500 000CFA,Mercedes-benz GLC  300 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 616 206,CFA/mois *,56 000 000CFA,BMW M440 X-drive  2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 300 000CFA,Toyota Verso 2005,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 155 969,CFA/mois *,24 000 000CFA,Acura RDX 2022,"Abidjan, Côte d'Ivoire"
,,,4 900 000CFA,Toyota Corolla Obama 2005,"Abidjan, Côte d'Ivoire"
,,,16 000 000CFA,Hyundai Santa Fe 2019,"Yopougon, Abidjan, Côte d'Ivoire"
,,,13 000 000CFA,Mitsubishi Outlander 2019,"Koumassi, Abidjan, Côte d'Ivoire"
,,,11 700 000CFA,Hyundai Elantra 2019,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,2 342 411,CFA/mois *,50 000 000CFA,Land Rover Range Rover Sport 2020,"Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Suzuki Vitara 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 026 897,CFA/mois *,65 000 000CFA,BMW X7 M 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 570 573,CFA/mois *,55 000 000CFA,Toyota Land Cruiser VX-R 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 255 059,CFA/mois *,70 000 000CFA,Land Rover Defender 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 900 000CFA,Peugeot 206 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 700 000CFA,Honda Civic 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Mercedes-Benz C-Class 2014,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 105 773,CFA/mois *,22 900 000CFA,Hyundai Tucson 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,25 800 000CFA,Toyota land cruiser 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 800 000CFA,Hyundai Tucson 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,19 700 000CFA,Toyota Land Cruiser Prado TXL 2017 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,16 900 000CFA,Mitsubishi Pajero 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 707 470,CFA/mois *,58 000 000CFA,Infiniti QX80 2021,"Abidjan, Côte d'Ivoire"
,,,15 750 000CFA,Mercedes-Benz ML 350 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 192 475,CFA/mois *,24 800 000CFA,Acura RDX 2021,"Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Hyundai Santa Fe 2015,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,599 253,CFA/mois *,11 800 000CFA,Hyundai Elantra 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 000 000CFA,Peugeot 301 2014,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 163 794,CFA/mois *,68 000 000CFA,BMW X6 X-Drive 40I 2021,"Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Renault Duster 2016,"Yopougon, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Toyota Avensis 2004,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,BMW X3 X-Drive 2023,"Abidjan, Côte d'Ivoire"
A partir de,918 680,CFA/mois *,18 800 000CFA,Ford Maverick 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 178 785,CFA/mois *,24 500 000CFA,Hyundai Mufasa 2024,"Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,Toyota Corolla 2003,"Yopougon, Abidjan, Côte d'Ivoire"
,,,10 900 000CFA,Kia Sorento 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Hyundai Elantra 2015,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,831 979,CFA/mois *,16 900 000CFA,Kia Sportage 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,Hyundai Accent 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 000 000CFA,Mercedes-Benz C300 2013,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,544 494,CFA/mois *,10 600 000CFA,Suzuki Vitara 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,512 552,CFA/mois *,9 900 000CFA,Nissan Kicks 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 977 352,CFA/mois *,42 000 000CFA,Porsche Macan 2021,"Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Kia Optima 2013 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Toyota Rav4 2010,"Cocody, Abidjan, Côte d'Ivoire"
,,,26 500 000CFA,Maserati Merak 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,8 730 948,CFA/mois *,190 000 000CFA,Land Rover Range Rover 2023,"Abidjan, Côte d'Ivoire"
A partir de,1 224 417,CFA/mois *,25 500 000CFA,Ford Explorer limited awd 2022,"Abidjan, Côte d'Ivoire"
A partir de,439 540,CFA/mois *,8 300 000CFA,Toyota Starlet 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 900 000CFA,Honda CR-V 5 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Kia Sportage 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 110 336,CFA/mois *,23 000 000CFA,Land Rover Range Rover sport Tunning SVR 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,Honda CRV3 2007,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Mazda CX-3 2018 a1,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Ford Fusion 2017,"Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,BMW X4 2020,"Abidjan, Côte d'Ivoire"
A partir de,813 726,CFA/mois *,16 500 000CFA,Kia Sorento EX 2020,"Abidjan, Côte d'Ivoire"
A partir de,831 979,CFA/mois *,16 900 000CFA,Mitsubishi Eclipse 2022,"Abidjan, Côte d'Ivoire"
,,,3 800 000CFA,Peugeot 308 2014 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 800 000CFA,Peugeot 308 2014 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,19 500 000CFA,Toyota Land Cruiser Prado TXL 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 749 190,CFA/mois *,37 000 000CFA,Honda E Np1 pure 2023,"Abidjan, Côte d'Ivoire"
A partir de,1 133 152,CFA/mois *,23 500 000CFA,Toyota Rav4 XLE 2023,"Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Mazda Tribute 2010 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 133 152,CFA/mois *,23 500 000CFA,Hyundai Tucson Htrac n-line 2023,"Abidjan, Côte d'Ivoire"
A partir de,599 253,CFA/mois *,11 800 000CFA,Peugeot 3008 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 200 000CFA,Mitsubishi Eclipse 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 114 249,CFA/mois *,45 000 000CFA,Jeep Wrangler Sahara  2024,"Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Suzuki Fronx 2024,"Abidjan, Côte d'Ivoire"
,,,29 000 000CFA,Mercedes Benz GLC 2019,"Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,MAZDA 3 2019,"Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Ford Fiesta 2014,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,781 783,CFA/mois *,15 800 000CFA,AC Haval H6 2023,"Abidjan, Côte d'Ivoire"
,,,14 800 000CFA,Toyota 4Runner 2018,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,722 461,CFA/mois *,14 500 000CFA,Mitsubishi Xpander Cross 2024,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,1 511 901,CFA/mois *,31 800 000CFA,Ford Equator 2024,"Abidjan, Côte d'Ivoire"
A partir de,695 081,CFA/mois *,13 900 000CFA,Hyundai Tucson 2020 ,"Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,Mitsubishi Outlander 2023 ,"Angré, Abidjan, Côte d'Ivoire"
A partir de,3 939 545,CFA/mois *,85 000 000CFA,Avanti sport convertible 2025,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 350 000CFA,Toyota Land Cruiser Prado 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 700 000CFA,Mercedes-Benz GL 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 300 000CFA,Kia Sorento 2016 ,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,BMW X3 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,35 000 000CFA,BMW I7 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,4 624 031,CFA/mois *,100 000 000CFA,Toyota Land Cruiser GXR  2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 251 146,CFA/mois *,48 000 000CFA,Toyota Fortuner 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,377 936,CFA/mois *,6 950 000CFA,Great Wall 2021 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 292 866,CFA/mois *,27 000 000CFA,Hyundai Santa Fe 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,49 000 000CFA,Nissan Patrol 2019,"Abidjan, Côte d'Ivoire"
,,,11 000 000CFA,Mitsubishi ASX 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 950 000CFA,Hyundai Tucson IX35 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 500 000CFA,Hyundai Elantra 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 521 028,CFA/mois *,32 000 000CFA,BMW X4 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 900 000CFA,Honda CR-V 1999,"Yopougon, Abidjan, Côte d'Ivoire"
,,,11 800 000CFA,Audi Q5 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,745 277,CFA/mois *,15 000 000CFA,Peugeot 2008 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 055 577,CFA/mois *,21 800 000CFA,Peugeot 3008 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,558 184,CFA/mois *,10 900 000CFA,Renault koleos 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,BMW X3 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 700 000CFA,Toyota Land Cruiser 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 000 000CFA,Peugeot 308 2010,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,813 726,CFA/mois *,16 500 000CFA,Hyundai Santa Fe 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,462 356,CFA/mois *,8 800 000CFA,Renault Duster 2020,"Abidjan, Côte d'Ivoire"
A partir de,768 093,CFA/mois *,15 500 000CFA,Kia Sorento 2020,"Angré, Abidjan, Côte d'Ivoire"
A partir de,904 990,CFA/mois *,18 500 000CFA,Mazda CX-5 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,Mercedes-Benz GLC 300 2021,"Abidjan, Côte d'Ivoire"
,,,4 200 000CFA,Honda Civic 2008,"Cocody, Abidjan, Côte d'Ivoire"
